ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,JOBS_1000
NY,New York,15-1134,Web Developers,detailed,"10,330",1.150
NY,New York,15-1141,Database Administrators,detailed,"6,720",0.748
NY,New York,15-1142,Network and Computer Systems Administrators,detailed,"24,570",2.735
NY,New York,15-1143,Computer Network Architects,detailed,"7,700",0.856
NY,New York,15-1151,Computer User Support Specialists,detailed,"39,910",4.441
NY,New York,15-1152,Computer Network Support Specialists,detailed,"10,170",1.132
NY,New York,15-1199,"Computer Occupations, All Other",detailed,"3,840",0.428
NY,New York,15-2011,Actuaries,detailed,"2,290",0.255
NY,New York,15-2031,Operations Research Analysts,detailed,"5,620",0.626
NY,New York,15-2041,Statisticians,detailed,"1,130",0.125
NY,New York,15-2091,Mathematical Technicians,detailed,**,**
NY,New York,17-0000,Architecture and Engineering Occupations,major,"111,300",12.387
NY,New York,17-1011,"Architects, Except Landscape and Naval",detailed,"12,030",1.339
NY,New York,17-1012,Landscape Architects,detailed,"1,260",0.141
NY,New York,17-1021,Cartographers and Photogrammetrists,detailed,150,0.017
NY,New York,17-1022,Surveyors,detailed,"1,610",0.179
NY,New York,17-2011,Aerospace Engineers,detailed,590,0.065
NY,New York,17-2031,Biomedical Engineers,detailed,750,0.083
NY,New York,17-2041,Chemical Engineers,detailed,"1,280",0.142
NY,New York,17-2051,Civil Engineers,detailed,"14,800",1.647
NY,New York,17-2061,Computer Hardware Engineers,detailed,"1,560",0.174
NY,New York,17-2071,Electrical Engineers,detailed,"11,010",1.226
NY,New York,17-2072,"Electronics Engineers, Except Computer",detailed,"4,190",0.467
NY,New York,17-2081,Environmental Engineers,detailed,"3,060",0.341
NY,New York,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"1,750",0.195
NY,New York,17-2112,Industrial Engineers,detailed,"9,300",1.035
NY,New York,17-2121,Marine Engineers and Naval Architects,detailed,120,0.013
NY,New York,17-2131,Materials Engineers,detailed,"1,610",0.179
NY,New York,17-2141,Mechanical Engineers,detailed,"10,860",1.209
NY,New York,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,90,0.010
NY,New York,17-2161,Nuclear Engineers,detailed,540,0.060
NY,New York,17-2199,"Engineers, All Other",detailed,"2,610",0.291
NY,New York,17-3011,Architectural and Civil Drafters,detailed,"6,420",0.714
NY,New York,17-3012,Electrical and Electronics Drafters,detailed,"1,710",0.190
NY,New York,17-3013,Mechanical Drafters,detailed,"3,780",0.420
NY,New York,17-3019,"Drafters, All Other",detailed,850,0.094
NY,New York,17-3021,Aerospace Engineering and Operations Technicians,detailed,**,**
NY,New York,17-3022,Civil Engineering Technicians,detailed,"2,070",0.231
NY,New York,17-3023,Electrical and Electronics Engineering Technicians,detailed,"5,710",0.636
NY,New York,17-3024,Electro-Mechanical Technicians,detailed,520,0.058
NY,New York,17-3025,Environmental Engineering Technicians,detailed,"1,250",0.139
NY,New York,17-3026,Industrial Engineering Technicians,detailed,"3,300",0.368
NY,New York,17-3027,Mechanical Engineering Technicians,detailed,"1,870",0.208
NY,New York,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,"2,040",0.227
NY,New York,17-3031,Surveying and Mapping Technicians,detailed,"1,810",0.201
NY,New York,19-0000,"Life, Physical, and Social Science Occupations",major,"66,230",7.372
NY,New York,19-1011,Animal Scientists,detailed,160,0.018
NY,New York,19-1012,Food Scientists and Technologists,detailed,500,0.056
NY,New York,19-1013,Soil and Plant Scientists,detailed,150,0.017
NY,New York,19-1021,Biochemists and Biophysicists,detailed,"1,980",0.220
NY,New York,19-1022,Microbiologists,detailed,"1,500",0.167
NY,New York,19-1023,Zoologists and Wildlife Biologists,detailed,420,0.047
NY,New York,19-1029,"Biological Scientists, All Other",detailed,710,0.079
NY,New York,19-1031,Conservation Scientists,detailed,390,0.043
NY,New York,19-1032,Foresters,detailed,200,0.022
NY,New York,19-1041,Epidemiologists,detailed,220,0.024
NY,New York,19-1042,"Medical Scientists, Except Epidemiologists",detailed,"9,160",1.019
NY,New York,19-1099,"Life Scientists, All Other",detailed,130,0.015
NY,New York,19-2012,Physicists,detailed,"1,110",0.124
NY,New York,19-2021,Atmospheric and Space Scientists,detailed,480,0.054
NY,New York,19-2031,Chemists,detailed,"4,320",0.481
NY,New York,19-2032,Materials Scientists,detailed,390,0.043
NY,New York,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"3,440",0.383
NY,New York,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,900,0.100
NY,New York,19-2043,Hydrologists,detailed,220,0.024
NY,New York,19-2099,"Physical Scientists, All Other",detailed,"1,010",0.112
NY,New York,19-3011,Economists,detailed,620,0.069
NY,New York,19-3022,Survey Researchers,detailed,540,0.060
NY,New York,19-3031,"Clinical, Counseling, and School Psychologists",detailed,"10,540",1.173
NY,New York,19-3039,"Psychologists, All Other",detailed,640,0.071
NY,New York,19-3041,Sociologists,detailed,660,0.074
NY,New York,19-3051,Urban and Regional Planners,detailed,"1,330",0.148
NY,New York,19-3091,Anthropologists and Archeologists,detailed,130,0.014
NY,New York,19-3093,Historians,detailed,490,0.054
NY,New York,19-3094,Political Scientists,detailed,70,0.008
NY,New York,19-3099,"Social Scientists and Related Workers, All Other",detailed,"2,300",0.256
NY,New York,19-4011,Agricultural and Food Science Technicians,detailed,740,0.083
NY,New York,19-4021,Biological Technicians,detailed,"2,650",0.295
NY,New York,19-4031,Chemical Technicians,detailed,"2,950",0.328
NY,New York,19-4041,Geological and Petroleum Technicians,detailed,120,0.014
NY,New York,19-4051,Nuclear Technicians,detailed,280,0.032
NY,New York,19-4061,Social Science Research Assistants,detailed,"6,160",0.685
NY,New York,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,"2,450",0.273
NY,New York,19-4092,Forensic Science Technicians,detailed,710,0.079
NY,New York,19-4093,Forest and Conservation Technicians,detailed,160,0.018
NY,New York,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"5,130",0.571
NY,New York,21-0000,Community and Social Service Occupations,major,"168,080",18.707
NY,New York,21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,"7,920",0.882
NY,New York,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,"21,190",2.358
NY,New York,21-1013,Marriage and Family Therapists,detailed,540,0.061
NY,New York,21-1014,Mental Health Counselors,detailed,"5,890",0.655
NY,New York,21-1015,Rehabilitation Counselors,detailed,"8,350",0.929
NY,New York,21-1019,"Counselors, All Other",detailed,940,0.104
NY,New York,21-1021,"Child, Family, and School Social Workers",detailed,"22,030",2.452
NY,New York,21-1022,Healthcare Social Workers,detailed,"12,110",1.348
NY,New York,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"10,730",1.194
NY,New York,21-1029,"Social Workers, All Other",detailed,"9,030",1.005
NY,New York,21-1091,Health Educators,detailed,"4,520",0.504
NY,New York,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"4,350",0.484
NY,New York,21-1093,Social and Human Service Assistants,detailed,"31,620",3.519
NY,New York,21-1094,Community Health Workers,detailed,"3,070",0.341
NY,New York,21-1099,"Community and Social Service Specialists, All Other",detailed,"13,110",1.459
NY,New York,21-2011,Clergy,detailed,"8,730",0.971
NY,New York,21-2021,"Directors, Religious Activities and Education",detailed,"3,310",0.368
NY,New York,21-2099,"Religious Workers, All Other",detailed,640,0.072
NY,New York,23-0000,Legal Occupations,major,"106,510",11.854
NY,New York,23-1011,Lawyers,detailed,"72,100",8.025
NY,New York,23-1012,Judicial Law Clerks,detailed,680,0.076
NY,New York,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"1,420",0.158
NY,New York,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,430,0.048
NY,New York,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"3,230",0.360
NY,New York,23-2011,Paralegals and Legal Assistants,detailed,"21,400",2.382
NY,New York,23-2091,Court Reporters,detailed,"1,260",0.140
NY,New York,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"3,360",0.374
NY,New York,23-2099,"Legal Support Workers, All Other",detailed,"2,620",0.292
NY,New York,25-0000,"Education, Training, and Library Occupations",major,"684,170",76.147
NY,New York,25-1011,"Business Teachers, Postsecondary",detailed,"8,420",0.937
NY,New York,25-1021,"Computer Science Teachers, Postsecondary",detailed,"3,360",0.374
NY,New York,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"5,050",0.562
NY,New York,25-1031,"Architecture Teachers, Postsecondary",detailed,"1,130",0.125
NY,New York,25-1032,"Engineering Teachers, Postsecondary",detailed,"3,250",0.362
NY,New York,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,400,0.044
NY,New York,25-1042,"Biological Science Teachers, Postsecondary",detailed,"4,510",0.502
NY,New York,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,110,0.012
NY,New York,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,760,0.085
NY,New York,25-1052,"Chemistry Teachers, Postsecondary",detailed,"2,460",0.273
NY,New York,25-1053,"Environmental Science Teachers, Postsecondary",detailed,710,0.079
NY,New York,25-1054,"Physics Teachers, Postsecondary",detailed,"1,570",0.175
NY,New York,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,880,0.098
NY,New York,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"1,220",0.136
NY,New York,25-1063,"Economics Teachers, Postsecondary",detailed,"1,580",0.176
NY,New York,25-1064,"Geography Teachers, Postsecondary",detailed,280,0.031
NY,New York,25-1065,"Political Science Teachers, Postsecondary",detailed,"1,570",0.175
NY,New York,25-1066,"Psychology Teachers, Postsecondary",detailed,"3,620",0.403
NY,New York,25-1067,"Sociology Teachers, Postsecondary",detailed,"1,730",0.192
NY,New York,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"2,440",0.272
NY,New York,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"21,520",2.395
NY,New York,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"4,490",0.499
NY,New York,25-1081,"Education Teachers, Postsecondary",detailed,"6,180",0.687
NY,New York,25-1082,"Library Science Teachers, Postsecondary",detailed,520,0.058
NY,New York,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"1,530",0.170
NY,New York,25-1112,"Law Teachers, Postsecondary",detailed,"2,650",0.295
NY,New York,25-1113,"Social Work Teachers, Postsecondary",detailed,"1,640",0.183
NY,New York,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"11,020",1.226
NY,New York,25-1122,"Communications Teachers, Postsecondary",detailed,"2,710",0.302
NY,New York,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"8,300",0.924
NY,New York,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"3,280",0.365
NY,New York,25-1125,"History Teachers, Postsecondary",detailed,"2,180",0.243
NY,New York,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"3,570",0.397
NY,New York,25-1191,Graduate Teaching Assistants,detailed,"7,130",0.794
NY,New York,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"1,390",0.155
NY,New York,25-1194,"Vocational Education Teachers, Postsecondary",detailed,"5,520",0.615
NY,New York,25-1199,"Postsecondary Teachers, All Other",detailed,"7,640",0.850
NY,New York,25-2011,"Preschool Teachers, Except Special Education",detailed,"35,400",3.940
NY,New York,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"9,640",1.073
NY,New York,25-2021,"Elementary School Teachers, Except Special Education",detailed,"82,270",9.157
NY,New York,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"40,990",4.562
NY,New York,25-2023,"Career/Technical Education Teachers, Middle School",detailed,"2,320",0.258
NY,New York,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"64,200",7.145
NY,New York,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"4,200",0.467
NY,New York,25-2051,"Special Education Teachers, Preschool",detailed,"5,560",0.619
NY,New York,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"20,320",2.262
NY,New York,25-2053,"Special Education Teachers, Middle School",detailed,"9,990",1.112
NY,New York,25-2054,"Special Education Teachers, Secondary School",detailed,"15,900",1.769
NY,New York,25-2059,"Special Education Teachers, All Other",detailed,550,0.061
NY,New York,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"4,710",0.524
NY,New York,25-3021,Self-Enrichment Education Teachers,detailed,"32,970",3.669
NY,New York,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"15,250",1.697
NY,New York,25-3098,Substitute Teachers,detailed,"45,380",5.051
NY,New York,25-4011,Archivists,detailed,670,0.075
NY,New York,25-4012,Curators,detailed,"1,480",0.164
NY,New York,25-4013,Museum Technicians and Conservators,detailed,900,0.101
NY,New York,25-4021,Librarians,detailed,"11,400",1.268
NY,New York,25-4031,Library Technicians,detailed,"7,640",0.850
NY,New York,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,810,0.090
NY,New York,25-9021,Farm and Home Management Advisors,detailed,150,0.016
NY,New York,25-9031,Instructional Coordinators,detailed,"10,010",1.114
NY,New York,25-9041,Teacher Assistants,detailed,"123,900",13.790
NY,New York,25-9099,"Education, Training, and Library Workers, All Other",detailed,"1,270",0.141
NY,New York,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"202,670",22.557
NY,New York,27-1011,Art Directors,detailed,"7,710",0.858
NY,New York,27-1012,Craft Artists,detailed,440,0.049
NY,New York,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"1,310",0.146
NY,New York,27-1014,Multimedia Artists and Animators,detailed,"2,170",0.241
NY,New York,27-1019,"Artists and Related Workers, All Other",detailed,350,0.039
NY,New York,27-1021,Commercial and Industrial Designers,detailed,"3,050",0.339
NY,New York,27-1022,Fashion Designers,detailed,"7,440",0.828
NY,New York,27-1023,Floral Designers,detailed,"2,980",0.332
NY,New York,27-1024,Graphic Designers,detailed,"20,510",2.283
NY,New York,27-1025,Interior Designers,detailed,"3,410",0.380
NY,New York,27-1026,Merchandise Displayers and Window Trimmers,detailed,"5,750",0.640
NY,New York,27-1027,Set and Exhibit Designers,detailed,"2,050",0.228
NY,New York,27-1029,"Designers, All Other",detailed,460,0.052
NY,New York,27-2011,Actors,detailed,**,**
NY,New York,27-2012,Producers and Directors,detailed,"21,450",2.387
NY,New York,27-2021,Athletes and Sports Competitors,detailed,320,0.036
NY,New York,27-2022,Coaches and Scouts,detailed,"10,720",1.193
NY,New York,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"1,660",0.184
NY,New York,27-2031,Dancers,detailed,910,0.102
NY,New York,27-2032,Choreographers,detailed,140,0.016
NY,New York,27-2041,Music Directors and Composers,detailed,"3,470",0.386
NY,New York,27-2042,Musicians and Singers,detailed,"6,560",0.731
NY,New York,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,540,0.060
NY,New York,27-3011,Radio and Television Announcers,detailed,"2,170",0.242
NY,New York,27-3012,Public Address System and Other Announcers,detailed,570,0.064
NY,New York,27-3021,Broadcast News Analysts,detailed,800,0.090
NY,New York,27-3022,Reporters and Correspondents,detailed,"3,710",0.413
NY,New York,27-3031,Public Relations Specialists,detailed,"26,210",2.917
NY,New York,27-3041,Editors,detailed,"19,520",2.173
NY,New York,27-3042,Technical Writers,detailed,"2,050",0.228
NY,New York,27-3043,Writers and Authors,detailed,"6,710",0.747
NY,New York,27-3091,Interpreters and Translators,detailed,"2,790",0.311
NY,New York,27-3099,"Media and Communication Workers, All Other",detailed,760,0.085
NY,New York,27-4011,Audio and Video Equipment Technicians,detailed,"6,500",0.724
NY,New York,27-4012,Broadcast Technicians,detailed,"3,420",0.381
NY,New York,27-4013,Radio Operators,detailed,110,0.012
NY,New York,27-4014,Sound Engineering Technicians,detailed,"2,190",0.243
NY,New York,27-4021,Photographers,detailed,"4,060",0.452
NY,New York,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,"1,650",0.183
NY,New York,27-4032,Film and Video Editors,detailed,"5,040",0.561
NY,New York,27-4099,"Media and Communication Equipment Workers, All Other",detailed,740,0.082
NY,New York,29-0000,Healthcare Practitioners and Technical Occupations,major,"510,770",56.848
NY,New York,29-1011,Chiropractors,detailed,"1,680",0.187
NY,New York,29-1021,"Dentists, General",detailed,"8,190",0.912
NY,New York,29-1022,Oral and Maxillofacial Surgeons,detailed,620,0.069
NY,New York,29-1023,Orthodontists,detailed,150,0.016
NY,New York,29-1029,"Dentists, All Other Specialists",detailed,340,0.038
NY,New York,29-1031,Dietitians and Nutritionists,detailed,"4,700",0.523
NY,New York,29-1041,Optometrists,detailed,"2,630",0.293
NY,New York,29-1051,Pharmacists,detailed,"18,770",2.090
NY,New York,29-1061,Anesthesiologists,detailed,"1,740",0.193
NY,New York,29-1062,Family and General Practitioners,detailed,"2,220",0.248
NY,New York,29-1063,"Internists, General",detailed,"2,100",0.233
NY,New York,29-1064,Obstetricians and Gynecologists,detailed,"1,330",0.148
NY,New York,29-1065,"Pediatricians, General",detailed,"1,950",0.217
NY,New York,29-1066,Psychiatrists,detailed,"3,110",0.346
NY,New York,29-1067,Surgeons,detailed,"1,610",0.179
NY,New York,29-1069,"Physicians and Surgeons, All Other",detailed,"43,540",4.846
NY,New York,29-1071,Physician Assistants,detailed,"11,760",1.308
NY,New York,29-1081,Podiatrists,detailed,900,0.100
NY,New York,29-1122,Occupational Therapists,detailed,"8,680",0.966
NY,New York,29-1123,Physical Therapists,detailed,"15,970",1.778
NY,New York,29-1124,Radiation Therapists,detailed,"1,480",0.164
NY,New York,29-1125,Recreational Therapists,detailed,"1,720",0.192
NY,New York,29-1126,Respiratory Therapists,detailed,"5,830",0.649
NY,New York,29-1127,Speech-Language Pathologists,detailed,"10,170",1.132
NY,New York,29-1128,Exercise Physiologists,detailed,180,0.020
NY,New York,29-1129,"Therapists, All Other",detailed,640,0.071
NY,New York,29-1131,Veterinarians,detailed,"3,120",0.347
NY,New York,29-1141,Registered Nurses,detailed,"171,880",19.129
NY,New York,29-1151,Nurse Anesthetists,detailed,"1,700",0.189
NY,New York,29-1161,Nurse Midwives,detailed,420,0.047
NY,New York,29-1171,Nurse Practitioners,detailed,"11,260",1.254
NY,New York,29-1181,Audiologists,detailed,790,0.087
NY,New York,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"2,270",0.253
NY,New York,29-2011,Medical and Clinical Laboratory Technologists,detailed,"9,640",1.073
NY,New York,29-2012,Medical and Clinical Laboratory Technicians,detailed,"7,440",0.828
NY,New York,29-2021,Dental Hygienists,detailed,"10,760",1.197
NY,New York,29-2031,Cardiovascular Technologists and Technicians,detailed,"2,950",0.328
NY,New York,29-2032,Diagnostic Medical Sonographers,detailed,"4,780",0.532
NY,New York,29-2033,Nuclear Medicine Technologists,detailed,"1,230",0.137
NY,New York,29-2034,Radiologic Technologists,detailed,"13,310",1.481
NY,New York,29-2035,Magnetic Resonance Imaging Technologists,detailed,"1,490",0.166
NY,New York,29-2041,Emergency Medical Technicians and Paramedics,detailed,"14,250",1.586
NY,New York,29-2051,Dietetic Technicians,detailed,840,0.093
NY,New York,29-2052,Pharmacy Technicians,detailed,"17,720",1.972
NY,New York,29-2053,Psychiatric Technicians,detailed,"1,130",0.126
NY,New York,29-2054,Respiratory Therapy Technicians,detailed,330,0.036
NY,New York,29-2055,Surgical Technologists,detailed,"5,180",0.577
NY,New York,29-2056,Veterinary Technologists and Technicians,detailed,"4,520",0.503
NY,New York,29-2057,Ophthalmic Medical Technicians,detailed,"1,970",0.220
NY,New York,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"47,380",5.273
NY,New York,29-2071,Medical Records and Health Information Technicians,detailed,"8,680",0.966
NY,New York,29-2081,"Opticians, Dispensing",detailed,"2,920",0.325
NY,New York,29-2091,Orthotists and Prosthetists,detailed,410,0.046
NY,New York,29-2092,Hearing Aid Specialists,detailed,180,0.020
NY,New York,29-2099,"Health Technologists and Technicians, All Other",detailed,"4,210",0.468
NY,New York,29-9011,Occupational Health and Safety Specialists,detailed,"3,140",0.350
NY,New York,29-9012,Occupational Health and Safety Technicians,detailed,830,0.092
NY,New York,29-9091,Athletic Trainers,detailed,"1,000",0.111
NY,New York,29-9092,Genetic Counselors,detailed,180,0.020
NY,New York,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,860,0.096
NY,New York,31-0000,Healthcare Support Occupations,major,"353,540",39.348
NY,New York,31-1011,Home Health Aides,detailed,"162,240",18.057
NY,New York,31-1013,Psychiatric Aides,detailed,"5,900",0.657
NY,New York,31-1014,Nursing Assistants,detailed,"98,500",10.963
NY,New York,31-1015,Orderlies,detailed,"4,390",0.489
NY,New York,31-2011,Occupational Therapy Assistants,detailed,"2,370",0.264
NY,New York,31-2012,Occupational Therapy Aides,detailed,400,0.045
NY,New York,31-2021,Physical Therapist Assistants,detailed,"4,450",0.496
NY,New York,31-2022,Physical Therapist Aides,detailed,"3,410",0.379
NY,New York,31-9011,Massage Therapists,detailed,"4,610",0.513
NY,New York,31-9091,Dental Assistants,detailed,"19,580",2.179
NY,New York,31-9092,Medical Assistants,detailed,"23,970",2.668
NY,New York,31-9093,Medical Equipment Preparers,detailed,"2,370",0.263
NY,New York,31-9094,Medical Transcriptionists,detailed,"2,870",0.320
NY,New York,31-9095,Pharmacy Aides,detailed,"2,680",0.298
NY,New York,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"3,960",0.441
NY,New York,31-9097,Phlebotomists,detailed,"5,780",0.643
NY,New York,31-9099,"Healthcare Support Workers, All Other",detailed,"6,050",0.673
NY,New York,33-0000,Protective Service Occupations,major,"286,680",31.907
NY,New York,33-1011,First-Line Supervisors of Correctional Officers,detailed,"3,890",0.433
NY,New York,33-1012,First-Line Supervisors of Police and Detectives,detailed,"12,150",1.352
NY,New York,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"3,870",0.431
NY,New York,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"5,680",0.632
NY,New York,33-2011,Firefighters,detailed,"10,970",1.221
NY,New York,33-2021,Fire Inspectors and Investigators,detailed,620,0.069
NY,New York,33-3011,Bailiffs,detailed,"4,050",0.451
NY,New York,33-3012,Correctional Officers and Jailers,detailed,"34,140",3.799
NY,New York,33-3021,Detectives and Criminal Investigators,detailed,"8,940",0.995
NY,New York,33-3031,Fish and Game Wardens,detailed,380,0.042
NY,New York,33-3041,Parking Enforcement Workers,detailed,500,0.056
NY,New York,33-3051,Police and Sheriff's Patrol Officers,detailed,"49,020",5.456
NY,New York,33-3052,Transit and Railroad Police,detailed,60,0.007
NY,New York,33-9011,Animal Control Workers,detailed,880,0.098
NY,New York,33-9021,Private Detectives and Investigators,detailed,"1,360",0.151
NY,New York,33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,240,0.027
NY,New York,33-9032,Security Guards,detailed,"113,490",12.632
NY,New York,33-9091,Crossing Guards,detailed,"8,830",0.983
NY,New York,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"8,560",0.953
NY,New York,33-9099,"Protective Service Workers, All Other",detailed,"15,700",1.748
NY,New York,35-0000,Food Preparation and Serving Related Occupations,major,"721,120",80.259
NY,New York,35-1011,Chefs and Head Cooks,detailed,"13,840",1.541
NY,New York,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"47,240",5.258
NY,New York,35-2011,"Cooks, Fast Food",detailed,"22,010",2.450
NY,New York,35-2012,"Cooks, Institution and Cafeteria",detailed,"16,210",1.804
NY,New York,35-2013,"Cooks, Private Household",detailed,**,**
NY,New York,35-2014,"Cooks, Restaurant",detailed,"66,650",7.418
NY,New York,35-2015,"Cooks, Short Order",detailed,"14,380",1.600
NY,New York,35-2019,"Cooks, All Other",detailed,650,0.072
NY,New York,35-2021,Food Preparation Workers,detailed,"59,820",6.658
NY,New York,35-3011,Bartenders,detailed,"42,140",4.690
NY,New York,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"147,470",16.413
NY,New York,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"28,320",3.152
NY,New York,35-3031,Waiters and Waitresses,detailed,"156,300",17.396
NY,New York,35-3041,"Food Servers, Nonrestaurant",detailed,"15,800",1.758
NY,New York,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"34,300",3.818
NY,New York,35-9021,Dishwashers,detailed,"34,830",3.877
NY,New York,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"18,880",2.101
NY,New York,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"2,190",0.244
NY,New York,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"323,800",36.038
NY,New York,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"14,470",1.611
NY,New York,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"4,940",0.550
NY,New York,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"202,020",22.484
NY,New York,37-2012,Maids and Housekeeping Cleaners,detailed,"49,700",5.532
NY,New York,37-2021,Pest Control Workers,detailed,"2,930",0.326
NY,New York,37-3011,Landscaping and Groundskeeping Workers,detailed,"45,230",5.034
NY,New York,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,560,0.062
NY,New York,37-3013,Tree Trimmers and Pruners,detailed,"1,890",0.211
NY,New York,37-3019,"Grounds Maintenance Workers, All Other",detailed,"2,040",0.228
NY,New York,39-0000,Personal Care and Service Occupations,major,"361,000",40.178
NY,New York,39-1011,Gaming Supervisors,detailed,360,0.040
NY,New York,39-1012,Slot Supervisors,detailed,150,0.016
NY,New York,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"15,730",1.750
NY,New York,39-2011,Animal Trainers,detailed,650,0.073
NY,New York,39-2021,Nonfarm Animal Caretakers,detailed,"11,340",1.262
NY,New York,39-3011,Gaming Dealers,detailed,740,0.083
NY,New York,39-3012,Gaming and Sports Book Writers and Runners,detailed,730,0.081
NY,New York,39-3019,"Gaming Service Workers, All Other",detailed,**,**
NY,New York,39-3021,Motion Picture Projectionists,detailed,250,0.027
NY,New York,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"8,690",0.967
NY,New York,39-3091,Amusement and Recreation Attendants,detailed,"12,800",1.424
NY,New York,39-3092,Costume Attendants,detailed,"1,350",0.151
NY,New York,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"1,520",0.169
NY,New York,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,460,0.051
NY,New York,39-4011,Embalmers,detailed,50,0.006
NY,New York,39-4021,Funeral Attendants,detailed,"1,140",0.127
NY,New York,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"1,570",0.174
NY,New York,39-5011,Barbers,detailed,"2,070",0.231
NY,New York,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"25,420",2.829
NY,New York,39-5091,"Makeup Artists, Theatrical and Performance",detailed,640,0.071
NY,New York,39-5092,Manicurists and Pedicurists,detailed,"14,440",1.607
NY,New York,39-5093,Shampooers,detailed,"1,940",0.216
NY,New York,39-5094,Skincare Specialists,detailed,"3,280",0.365
NY,New York,39-6011,Baggage Porters and Bellhops,detailed,"5,220",0.581
NY,New York,39-6012,Concierges,detailed,"4,980",0.554
NY,New York,39-7011,Tour Guides and Escorts,detailed,"2,340",0.260
NY,New York,39-7012,Travel Guides,detailed,180,0.020
